"Graves Creek at Highway12", 76HB 02800
Timestamp,Discharge.discharge@76HB 02800 (ft^3/s),Approval Name
2019-07-26 01:37,2.269,Approved
2019-07-26 02:07,2.305,Approved
2019-07-26 02:37,2.342,Approved
2019-07-26 03:07,2.360,Approved
2019-07-26 03:37,2.449,Approved
2019-07-26 04:07,2.487,Approved
2019-07-26 04:37,2.550,Approved
2019-07-26 05:07,2.590,Approved
2019-07-26 05:37,2.629,Approved
2019-07-26 06:07,2.619,Approved
2019-07-26 06:37,2.685,Approved
2019-07-26 07:07,2.752,Approved
2019-07-26 07:37,2.783,Approved
2019-07-26 08:07,2.851,Approved
2019-07-26 08:37,2.910,Approved
2019-07-26 09:07,3.025,Approved
2019-07-26 09:37,3.093,Approved
2019-07-26 10:07,3.150,Approved
2019-07-26 10:37,3.173,Approved
2019-07-26 11:07,3.201,Approved
2019-07-26 11:37,3.248,Approved
2019-07-26 12:07,3.236,Approved
2019-07-26 12:37,3.178,Approved
2019-07-26 13:07,3.087,Approved
2019-07-26 13:37,3.048,Approved
2019-07-26 14:07,2.987,Approved
2019-07-26 14:37,2.948,Approved
2019-07-26 15:07,2.905,Approved
2019-07-26 15:37,2.857,Approved
2019-07-26 16:07,2.710,Approved
2019-07-26 16:37,2.634,Approved
2019-07-26 17:07,2.468,Approved
2019-07-26 17:37,2.315,Approved
2019-07-26 18:07,2.243,Approved
2019-07-26 18:37,2.151,Approved
2019-07-26 19:07,2.058,Approved
2019-07-26 19:37,1.988,Approved
2019-07-26 20:07,1.960,Approved
2019-07-26 20:37,1.956,Approved
2019-07-26 21:07,1.980,Approved
2019-07-26 21:37,1.996,Approved
2019-07-26 22:07,2.000,Approved
2019-07-26 22:37,2.000,Approved
2019-07-26 23:07,2.037,Approved
2019-07-26 23:37,2.075,Approved
2019-07-27 00:07,2.112,Approved
2019-07-27 00:37,2.151,Approved
2019-07-27 01:07,2.168,Approved
2019-07-27 01:37,2.190,Approved
2019-07-27 02:07,2.229,Approved
2019-07-27 02:37,2.225,Approved
2019-07-27 03:07,2.238,Approved
2019-07-27 03:37,2.252,Approved
2019-07-27 04:07,2.292,Approved
2019-07-27 04:37,2.333,Approved
2019-07-27 05:07,2.346,Approved
2019-07-27 05:37,2.407,Approved
2019-07-27 06:07,2.444,Approved
2019-07-27 06:37,2.516,Approved
2019-07-27 07:07,2.550,Approved
2019-07-27 07:37,2.629,Approved
2019-07-27 08:07,2.700,Approved
2019-07-27 08:37,2.804,Approved
2019-07-27 09:07,2.926,Approved
2019-07-27 09:37,2.943,Approved
2019-07-27 10:07,2.883,Approved
2019-07-27 10:37,2.894,Approved
2019-07-27 11:07,2.825,Approved
2019-07-27 11:37,2.798,Approved
2019-07-27 12:07,2.695,Approved
2019-07-27 12:37,2.649,Approved
2019-07-27 13:07,2.600,Approved
2019-07-27 13:37,2.580,Approved
2019-07-27 14:07,2.502,Approved
2019-07-27 14:37,2.473,Approved
2019-07-27 15:07,2.421,Approved
2019-07-27 15:37,2.337,Approved
2019-07-27 16:07,2.296,Approved
2019-07-27 16:37,2.142,Approved
2019-07-27 17:07,2.079,Approved
2019-07-27 17:37,1.940,Approved
2019-07-27 18:07,1.862,Approved
2019-07-27 18:37,1.763,Approved
2019-07-27 19:07,1.694,Approved
2019-07-27 19:37,1.606,Approved
2019-07-27 20:07,1.502,Approved
2019-07-27 20:37,1.505,Approved
2019-07-27 21:07,1.532,Approved
2019-07-27 21:37,1.558,Approved
2019-07-27 22:07,1.575,Approved
2019-07-27 22:37,1.623,Approved
2019-07-27 23:07,1.673,Approved
2019-07-27 23:37,1.719,Approved
2019-07-28 00:07,1.734,Approved
2019-07-28 00:37,1.767,Approved
2019-07-28 01:07,1.816,Approved
2019-07-28 01:37,1.850,Approved
2019-07-28 02:07,1.897,Approved
2019-07-28 02:37,1.897,Approved
2019-07-28 03:07,1.924,Approved
2019-07-28 03:37,1.964,Approved
2019-07-28 04:07,1.972,Approved
2019-07-28 04:37,2.004,Approved
2019-07-28 05:07,2.021,Approved
2019-07-28 05:37,2.075,Approved
2019-07-28 06:07,2.112,Approved
2019-07-28 06:37,2.164,Approved
2019-07-28 07:07,2.181,Approved
2019-07-28 07:37,2.256,Approved
2019-07-28 08:07,2.305,Approved
2019-07-28 08:37,2.383,Approved
2019-07-28 09:07,2.507,Approved
2019-07-28 09:37,2.570,Approved
2019-07-28 10:07,2.580,Approved
2019-07-28 10:37,2.600,Approved
2019-07-28 11:07,2.550,Approved
2019-07-28 11:37,2.521,Approved
2019-07-28 12:07,2.478,Approved
2019-07-28 12:37,2.473,Approved
2019-07-28 13:07,2.397,Approved
2019-07-28 13:37,2.342,Approved
2019-07-28 14:07,2.287,Approved
2019-07-28 14:37,2.234,Approved
2019-07-28 15:07,2.168,Approved
2019-07-28 15:37,2.108,Approved
2019-07-28 16:07,2.041,Approved
2019-07-28 16:37,1.996,Approved
2019-07-28 17:07,1.932,Approved
2019-07-28 17:37,1.881,Approved
2019-07-28 18:07,1.786,Approved
2019-07-28 18:37,1.673,Approved
2019-07-28 19:07,1.641,Approved
2019-07-28 19:37,1.552,Approved
2019-07-28 20:07,1.409,Approved
2019-07-28 20:37,1.406,Approved
2019-07-28 21:07,1.437,Approved
2019-07-28 21:37,1.441,Approved
2019-07-28 22:07,1.437,Approved
2019-07-28 22:37,1.450,Approved
2019-07-28 23:07,1.450,Approved
2019-07-28 23:37,1.473,Approved
2019-07-29 00:07,1.466,Approved
2019-07-29 00:37,1.479,Approved
2019-07-29 01:07,1.505,Approved
2019-07-29 01:37,1.528,Approved
2019-07-29 02:07,1.552,Approved
2019-07-29 02:37,1.579,Approved
2019-07-29 03:07,1.610,Approved
2019-07-29 03:37,1.637,Approved
2019-07-29 04:07,1.662,Approved
2019-07-29 04:37,1.694,Approved
2019-07-29 05:07,1.719,Approved
2019-07-29 05:37,1.749,Approved
2019-07-29 06:07,1.797,Approved
2019-07-29 06:37,1.812,Approved
2019-07-29 07:07,1.839,Approved
2019-07-29 07:37,1.900,Approved
2019-07-29 08:07,1.948,Approved
2019-07-29 08:37,2.013,Approved
2019-07-29 09:07,2.125,Approved
2019-07-29 09:37,2.186,Approved
2019-07-29 10:07,2.181,Approved
2019-07-29 10:37,2.190,Approved
2019-07-29 11:07,2.212,Approved
2019-07-29 11:37,2.252,Approved
2019-07-29 12:07,2.315,Approved
2019-07-29 12:37,2.256,Approved
2019-07-29 13:07,2.229,Approved
2019-07-29 13:37,2.155,Approved
2019-07-29 14:07,2.062,Approved
2019-07-29 14:37,2.013,Approved
2019-07-29 15:07,1.952,Approved
2019-07-29 15:37,1.873,Approved
2019-07-29 16:07,1.793,Approved
2019-07-29 16:37,1.741,Approved
2019-07-29 17:07,1.698,Approved
2019-07-29 17:37,1.634,Approved
2019-07-29 18:07,1.542,Approved
2019-07-29 18:37,1.415,Approved
2019-07-29 19:07,1.324,Approved
2019-07-29 19:37,1.245,Approved
2019-07-29 20:07,1.159,Approved
2019-07-29 20:37,1.162,Approved
2019-07-29 21:07,1.178,Approved
2019-07-29 21:37,1.228,Approved
2019-07-29 22:07,1.256,Approved
2019-07-29 22:37,1.279,Approved
2019-07-29 23:07,1.294,Approved
2019-07-29 23:37,1.318,Approved
2019-07-30 00:07,1.360,Approved
2019-07-30 00:37,1.400,Approved
2019-07-30 01:07,1.437,Approved
2019-07-30 01:37,1.486,Approved
2019-07-30 02:07,1.492,Approved
2019-07-30 02:37,1.525,Approved
2019-07-30 03:07,1.548,Approved
2019-07-30 03:37,1.575,Approved
2019-07-30 04:07,1.610,Approved
2019-07-30 04:37,1.634,Approved
2019-07-30 05:07,1.644,Approved
2019-07-30 05:37,1.694,Approved
2019-07-30 06:07,1.705,Approved
2019-07-30 06:37,1.752,Approved
2019-07-30 07:07,1.801,Approved
2019-07-30 07:37,1.827,Approved
2019-07-30 08:07,1.854,Approved
2019-07-30 08:37,1.940,Approved
2019-07-30 09:07,2.021,Approved
2019-07-30 09:37,2.029,Approved
2019-07-30 10:07,2.062,Approved
2019-07-30 10:37,2.050,Approved
2019-07-30 11:07,2.066,Approved
2019-07-30 11:37,2.117,Approved
2019-07-30 12:07,2.142,Approved
2019-07-30 12:37,2.079,Approved
2019-07-30 13:07,2.017,Approved
2019-07-30 13:37,2.004,Approved
2019-07-30 14:07,2.021,Approved
2019-07-30 14:37,1.960,Approved
2019-07-30 15:07,1.900,Approved
2019-07-30 15:37,1.831,Approved
2019-07-30 16:07,1.767,Approved
2019-07-30 16:37,1.655,Approved
2019-07-30 17:07,1.592,Approved
2019-07-30 17:37,1.492,Approved
2019-07-30 18:07,1.409,Approved
2019-07-30 18:37,1.315,Approved
2019-07-30 19:07,1.175,Approved
2019-07-30 19:37,1.146,Approved
2019-07-30 20:07,1.025,Approved
2019-07-30 20:37,1.018,Approved
2019-07-30 21:07,1.032,Approved
2019-07-30 21:37,1.037,Approved
2019-07-30 22:07,1.052,Approved
2019-07-30 22:37,1.065,Approved
2019-07-30 23:07,1.098,Approved
2019-07-30 23:37,1.135,Approved
2019-07-31 00:07,1.146,Approved
2019-07-31 00:37,1.170,Approved
2019-07-31 01:07,1.189,Approved
2019-07-31 01:37,1.217,Approved
2019-07-31 02:07,1.253,Approved
2019-07-31 02:37,1.276,Approved
2019-07-31 03:07,1.318,Approved
2019-07-31 03:37,1.369,Approved
2019-07-31 04:07,1.378,Approved
2019-07-31 04:37,1.409,Approved
2019-07-31 05:07,1.450,Approved
2019-07-31 05:37,1.479,Approved
2019-07-31 06:07,1.508,Approved
2019-07-31 06:37,1.535,Approved
2019-07-31 07:07,1.545,Approved
2019-07-31 07:37,1.603,Approved
2019-07-31 08:07,1.648,Approved
2019-07-31 08:37,1.687,Approved
2019-07-31 09:07,1.775,Approved
2019-07-31 09:37,1.786,Approved
2019-07-31 10:07,1.767,Approved
2019-07-31 10:37,1.816,Approved
2019-07-31 11:07,1.827,Approved
2019-07-31 11:37,1.862,Approved
2019-07-31 12:07,1.877,Approved
2019-07-31 12:37,1.831,Approved
2019-07-31 13:07,1.789,Approved
2019-07-31 13:37,1.741,Approved
2019-07-31 14:07,1.694,Approved
2019-07-31 14:37,1.651,Approved
2019-07-31 15:07,1.555,Approved
2019-07-31 15:37,1.460,Approved
2019-07-31 16:07,1.372,Approved
2019-07-31 16:37,1.329,Approved
2019-07-31 17:07,1.234,Approved
2019-07-31 17:37,1.090,Approved
2019-07-31 18:07,1.206,Approved
2019-07-31 18:37,1.096,Approved
2019-07-31 19:07,1.037,Approved
2019-07-31 19:37,0.972,Approved
2019-07-31 20:07,0.870,Approved
2019-07-31 20:37,0.864,Approved
2019-07-31 21:07,0.892,Approved
2019-07-31 21:37,0.905,Approved
2019-07-31 22:07,0.914,Approved
2019-07-31 22:37,0.949,Approved
2019-07-31 23:07,0.949,Approved
2019-07-31 23:37,0.970,Approved
2019-08-01 00:07,1.003,Approved
2019-08-01 00:37,1.037,Approved
2019-08-01 01:07,1.085,Approved
2019-08-01 01:37,1.093,Approved
2019-08-01 02:07,1.140,Approved
2019-08-01 02:37,1.154,Approved
2019-08-01 03:07,1.178,Approved
2019-08-01 03:37,1.214,Approved
2019-08-01 04:07,1.239,Approved
2019-08-01 04:37,1.262,Approved
2019-08-01 05:07,1.315,Approved
2019-08-01 05:37,1.327,Approved
2019-08-01 06:07,1.366,Approved
2019-08-01 06:37,1.397,Approved
2019-08-01 07:07,1.422,Approved
2019-08-01 07:37,1.460,Approved
2019-08-01 08:07,1.502,Approved
2019-08-01 08:37,1.538,Approved
2019-08-01 09:07,1.620,Approved
2019-08-01 09:37,1.627,Approved
2019-08-01 10:07,1.606,Approved
2019-08-01 10:37,1.634,Approved
2019-08-01 11:07,1.627,Approved
2019-08-01 11:37,1.658,Approved
2019-08-01 12:07,1.669,Approved
2019-08-01 12:37,1.610,Approved
2019-08-01 13:07,1.555,Approved
2019-08-01 13:37,1.512,Approved
2019-08-01 14:07,1.441,Approved
2019-08-01 14:37,1.375,Approved
2019-08-01 15:07,1.324,Approved
2019-08-01 15:37,1.239,Approved
2019-08-01 16:07,1.175,Approved
2019-08-01 16:37,1.111,Approved
2019-08-01 17:07,1.080,Approved
2019-08-01 17:37,1.050,Approved
2019-08-01 18:07,0.958,Approved
2019-08-01 18:37,0.912,Approved
2019-08-01 19:07,0.832,Approved
2019-08-01 19:37,0.000,Approved
2019-08-01 20:07,0.000,Approved
2019-08-01 20:37,0.000,Approved
2019-08-01 21:07,0.000,Approved
2019-08-01 21:37,0.000,Approved
2019-08-01 22:07,0.000,Approved
2019-08-01 22:37,0.000,Approved
2019-08-01 23:07,0.000,Approved
2019-08-01 23:37,0.000,Approved
2019-08-02 00:07,0.799,Approved
2019-08-02 00:37,0.807,Approved
2019-08-02 01:07,0.834,Approved
2019-08-02 01:37,0.861,Approved
2019-08-02 02:07,0.892,Approved
2019-08-02 02:37,0.914,Approved
2019-08-02 03:07,0.932,Approved
2019-08-02 03:37,0.951,Approved
2019-08-02 04:07,0.986,Approved
2019-08-02 04:37,1.005,Approved
2019-08-02 05:07,1.050,Approved
2019-08-02 05:37,1.085,Approved
2019-08-02 06:07,1.116,Approved
2019-08-02 06:37,1.127,Approved
2019-08-02 07:07,1.409,Approved
2019-08-02 07:37,1.486,Approved
2019-08-02 08:07,1.528,Approved
2019-08-02 08:37,1.562,Approved
2019-08-02 09:07,1.620,Approved
2019-08-02 09:37,1.610,Approved
2019-08-02 10:07,1.592,Approved
2019-08-02 10:37,1.603,Approved
2019-08-02 11:07,1.552,Approved
2019-08-02 11:37,1.538,Approved
2019-08-02 12:07,1.532,Approved
2019-08-02 12:37,1.492,Approved
2019-08-02 13:07,1.463,Approved
2019-08-02 13:37,1.390,Approved
2019-08-02 14:07,1.274,Approved
2019-08-02 14:37,1.156,Approved
2019-08-02 15:07,1.055,Approved
2019-08-02 15:37,0.991,Approved
2019-08-02 16:07,0.903,Approved
2019-08-02 16:37,0.838,Approved
2019-08-02 17:07,0.788,Approved
2019-08-02 17:37,0.000,Approved
2019-08-02 18:07,0.821,Approved
2019-08-02 18:37,0.963,Approved
2019-08-02 19:07,0.960,Approved
2019-08-02 19:37,0.974,Approved
2019-08-02 20:07,0.989,Approved
2019-08-02 20:37,1.037,Approved
2019-08-02 21:07,1.085,Approved
2019-08-02 21:37,1.151,Approved
2019-08-02 22:07,1.186,Approved
2019-08-02 22:37,1.242,Approved
2019-08-02 23:07,1.300,Approved
2019-08-02 23:37,1.338,Approved
2019-08-03 00:07,1.384,Approved
2019-08-03 00:37,1.415,Approved
2019-08-03 01:07,1.466,Approved
2019-08-03 01:37,1.495,Approved
2019-08-03 02:07,1.525,Approved
2019-08-03 02:37,1.538,Approved
2019-08-03 03:07,1.575,Approved
2019-08-03 03:37,1.586,Approved
2019-08-03 04:07,1.616,Approved
2019-08-03 04:37,1.630,Approved
2019-08-03 05:07,1.613,Approved
2019-08-03 05:37,1.662,Approved
2019-08-03 06:07,1.658,Approved
2019-08-03 06:37,1.673,Approved
2019-08-03 07:07,1.683,Approved
2019-08-03 07:37,1.709,Approved
2019-08-03 08:07,1.734,Approved
2019-08-03 08:37,1.760,Approved
2019-08-03 09:07,1.786,Approved
2019-08-03 09:37,1.797,Approved
2019-08-03 10:07,1.808,Approved
2019-08-03 10:37,1.835,Approved
2019-08-03 11:07,1.862,Approved
2019-08-03 11:37,1.881,Approved
2019-08-03 12:07,1.928,Approved
2019-08-03 12:37,1.940,Approved
2019-08-03 13:07,1.812,Approved
2019-08-03 13:37,1.727,Approved
2019-08-03 14:07,1.694,Approved
2019-08-03 14:37,1.666,Approved
2019-08-03 15:07,1.616,Approved
2019-08-03 15:37,1.518,Approved
2019-08-03 16:07,1.422,Approved
2019-08-03 16:37,1.369,Approved
2019-08-03 17:07,1.259,Approved
2019-08-03 17:37,1.143,Approved
2019-08-03 18:07,1.106,Approved
2019-08-03 18:37,1.008,Approved
2019-08-03 19:07,0.993,Approved
2019-08-03 19:37,0.896,Approved
2019-08-03 20:07,0.817,Approved
2019-08-03 20:37,0.813,Approved
2019-08-03 21:07,0.821,Approved
2019-08-03 21:37,0.832,Approved
2019-08-03 22:07,0.829,Approved
2019-08-03 22:37,0.851,Approved
2019-08-03 23:07,0.866,Approved
2019-08-03 23:37,0.899,Approved
2019-08-04 00:07,0.905,Approved
2019-08-04 00:37,0.923,Approved
2019-08-04 01:07,0.944,Approved
2019-08-04 01:37,0.953,Approved
2019-08-04 02:07,0.972,Approved
2019-08-04 02:37,0.991,Approved
2019-08-04 03:07,1.010,Approved
2019-08-04 03:37,1.023,Approved
2019-08-04 04:07,1.018,Approved
2019-08-04 04:37,1.025,Approved
2019-08-04 05:07,1.045,Approved
2019-08-04 05:37,1.080,Approved
2019-08-04 06:07,1.114,Approved
2019-08-04 06:37,1.124,Approved
2019-08-04 07:07,1.173,Approved
2019-08-04 07:37,1.219,Approved
2019-08-04 08:07,1.242,Approved
2019-08-04 08:37,1.309,Approved
2019-08-04 09:07,1.363,Approved
2019-08-04 09:37,1.415,Approved
2019-08-04 10:07,1.406,Approved
2019-08-04 10:37,1.412,Approved
2019-08-04 11:07,1.390,Approved
2019-08-04 11:37,1.387,Approved
2019-08-04 12:07,1.384,Approved
2019-08-04 12:37,1.366,Approved
2019-08-04 13:07,1.318,Approved
2019-08-04 13:37,1.282,Approved
2019-08-04 14:07,1.194,Approved
2019-08-04 14:37,1.143,Approved
2019-08-04 15:07,1.060,Approved
2019-08-04 15:37,0.991,Approved
2019-08-04 16:07,0.892,Approved
2019-08-04 16:37,0.842,Approved
2019-08-04 17:07,0.000,Approved
2019-08-04 17:37,0.000,Approved
2019-08-04 18:07,0.000,Approved
2019-08-04 18:37,0.000,Approved
2019-08-04 19:07,0.000,Approved
2019-08-04 19:37,0.000,Approved
2019-08-04 20:07,0.000,Approved
2019-08-04 20:37,0.000,Approved
2019-08-04 21:07,0.000,Approved
2019-08-04 21:37,0.000,Approved
2019-08-04 22:07,0.000,Approved
2019-08-04 22:37,0.000,Approved
2019-08-04 23:07,0.000,Approved
2019-08-04 23:37,0.000,Approved
2019-08-05 00:07,0.000,Approved
2019-08-05 00:37,0.000,Approved
2019-08-05 01:07,0.000,Approved
2019-08-05 01:37,0.000,Approved
2019-08-05 02:07,0.000,Approved
2019-08-05 02:37,0.000,Approved
2019-08-05 03:07,0.000,Approved
2019-08-05 03:37,0.786,Approved
2019-08-05 04:07,0.803,Approved
2019-08-05 04:37,0.840,Approved
2019-08-05 05:07,0.868,Approved
2019-08-05 05:37,0.877,Approved
2019-08-05 06:07,0.903,Approved
2019-08-05 06:37,0.923,Approved
2019-08-05 07:07,0.953,Approved
2019-08-05 07:37,0.993,Approved
2019-08-05 08:07,1.025,Approved
2019-08-05 08:37,1.067,Approved
2019-08-05 09:07,1.096,Approved
2019-08-05 09:37,1.096,Approved
2019-08-05 10:07,1.103,Approved
2019-08-05 10:37,1.132,Approved
2019-08-05 11:07,1.124,Approved
2019-08-05 11:37,1.116,Approved
2019-08-05 12:07,1.124,Approved
2019-08-05 12:37,1.073,Approved
2019-08-05 13:07,1.040,Approved
2019-08-05 13:37,1.005,Approved
2019-08-05 14:07,0.984,Approved
2019-08-05 14:37,0.939,Approved
2019-08-05 15:07,0.857,Approved
2019-08-05 15:37,0.784,Approved
2019-08-05 16:07,0.000,Approved
2019-08-05 16:37,0.000,Approved
2019-08-05 17:07,0.000,Approved
2019-08-05 17:37,0.000,Approved
2019-08-05 18:07,0.000,Approved
2019-08-05 18:37,0.000,Approved
2019-08-05 19:07,0.000,Approved
2019-08-05 19:37,0.000,Approved
2019-08-05 20:07,0.000,Approved
2019-08-05 20:37,0.000,Approved
2019-08-05 21:07,0.000,Approved
2019-08-05 21:37,0.000,Approved
2019-08-05 22:07,0.000,Approved
2019-08-05 22:37,0.000,Approved
2019-08-05 23:07,0.000,Approved
2019-08-05 23:37,0.000,Approved
2019-08-06 00:07,0.000,Approved
2019-08-06 00:37,0.000,Approved
2019-08-06 01:07,0.000,Approved
2019-08-06 01:37,0.000,Approved
2019-08-06 02:07,0.000,Approved
2019-08-06 02:37,0.000,Approved
2019-08-06 03:07,0.000,Approved
2019-08-06 03:37,0.000,Approved
2019-08-06 04:07,0.000,Approved
2019-08-06 04:37,0.000,Approved
2019-08-06 05:07,0.000,Approved
2019-08-06 05:37,0.000,Approved
2019-08-06 06:07,0.000,Approved
2019-08-06 06:37,0.000,Approved
2019-08-06 07:07,0.000,Approved
2019-08-06 07:37,0.000,Approved
2019-08-06 08:07,0.000,Approved
2019-08-06 08:37,0.000,Approved
2019-08-06 09:07,0.000,Approved
2019-08-06 09:37,0.000,Approved
2019-08-06 10:07,0.000,Approved
2019-08-06 10:37,0.780,Approved
2019-08-06 11:07,0.784,Approved
2019-08-06 11:37,0.780,Approved
2019-08-06 12:07,0.000,Approved
2019-08-06 12:37,0.000,Approved
2019-08-06 13:07,0.000,Approved
2019-08-06 13:37,0.000,Approved
2019-08-06 14:07,0.000,Approved
2019-08-06 14:37,0.000,Approved
2019-08-06 15:07,0.000,Approved
2019-08-06 15:37,0.000,Approved
2019-08-06 16:07,0.000,Approved
2019-08-06 16:37,0.000,Approved
2019-08-06 17:07,0.000,Approved
2019-08-06 17:37,0.000,Approved
2019-08-06 18:07,0.000,Approved
2019-08-06 18:37,0.000,Approved
2019-08-06 19:07,0.000,Approved
2019-08-06 19:37,0.000,Approved
2019-08-06 20:07,0.000,Approved
2019-08-06 20:37,0.000,Approved
2019-08-06 21:07,0.000,Approved
2019-08-06 21:37,0.000,Approved
2019-08-06 22:07,0.000,Approved
2019-08-06 22:37,0.000,Approved
2019-08-06 23:07,0.000,Approved
2019-08-06 23:37,0.000,Approved
2019-08-07 00:07,0.000,Approved
2019-08-07 00:37,0.000,Approved
2019-08-07 01:07,0.000,Approved
2019-08-07 01:37,0.000,Approved
2019-08-07 02:07,0.000,Approved
2019-08-07 02:37,0.000,Approved
2019-08-07 03:07,0.000,Approved
2019-08-07 03:37,0.000,Approved
2019-08-07 04:07,0.000,Approved
2019-08-07 04:37,0.000,Approved
2019-08-07 05:07,0.000,Approved
2019-08-07 05:37,0.000,Approved
2019-08-07 06:07,0.000,Approved
2019-08-07 06:37,0.000,Approved
2019-08-07 07:07,0.000,Approved
2019-08-07 07:37,0.000,Approved
2019-08-07 08:07,0.000,Approved
2019-08-07 08:37,0.000,Approved
2019-08-07 09:07,0.000,Approved
2019-08-07 09:37,0.000,Approved
2019-08-07 10:07,0.000,Approved
2019-08-07 10:37,0.000,Approved
2019-08-07 11:07,0.000,Approved
2019-08-07 11:37,0.000,Approved
2019-08-07 12:07,0.000,Approved
2019-08-07 12:37,0.000,Approved
2019-08-07 13:07,0.000,Approved
2019-08-07 13:37,0.000,Approved
2019-08-07 14:07,0.000,Approved
2019-08-07 14:37,0.000,Approved
2019-08-07 15:07,0.000,Approved
2019-08-07 15:37,0.000,Approved
2019-08-07 16:07,0.000,Approved
2019-08-07 16:37,0.000,Approved
2019-08-07 17:07,0.000,Approved
2019-08-07 17:37,0.000,Approved
2019-08-07 18:07,0.000,Approved
2019-08-07 18:37,0.000,Approved
2019-08-07 19:07,0.000,Approved
2019-08-07 19:37,0.000,Approved
2019-08-07 20:07,0.000,Approved
2019-08-07 20:37,0.000,Approved
2019-08-07 21:07,0.000,Approved
2019-08-07 21:37,0.000,Approved
2019-08-07 22:07,0.000,Approved
2019-08-07 22:37,0.000,Approved
2019-08-07 23:07,0.000,Approved
2019-08-07 23:37,0.000,Approved
2019-08-08 00:07,0.000,Approved
2019-08-08 00:37,0.000,Approved
2019-08-08 01:07,0.000,Approved
2019-08-08 01:37,0.000,Approved
2019-08-08 02:07,0.000,Approved
2019-08-08 02:37,0.000,Approved
2019-08-08 03:07,0.000,Approved
2019-08-08 03:37,0.000,Approved
2019-08-08 04:07,0.000,Approved
2019-08-08 04:37,0.000,Approved
2019-08-08 05:07,0.000,Approved
2019-08-08 05:37,0.000,Approved
2019-08-08 06:07,0.000,Approved
2019-08-08 06:37,0.000,Approved
2019-08-08 07:07,0.000,Approved
2019-08-08 07:37,0.000,Approved
2019-08-08 08:07,0.000,Approved
2019-08-08 08:37,0.000,Approved
2019-08-08 09:07,0.000,Approved
2019-08-08 09:37,0.000,Approved
2019-08-08 10:07,0.000,Approved
2019-08-08 10:37,0.000,Approved
2019-08-08 11:07,0.000,Approved
2019-08-08 11:37,0.000,Approved
2019-08-08 12:07,0.000,Approved
2019-08-08 12:37,0.000,Approved
2019-08-08 13:07,0.000,Approved
2019-08-08 13:37,0.000,Approved
2019-08-08 14:07,0.000,Approved
2019-08-08 14:37,0.000,Approved
2019-08-08 15:07,0.000,Approved
2019-08-08 15:37,0.000,Approved
2019-08-08 16:07,0.000,Approved
2019-08-08 16:37,0.000,Approved
2019-08-08 17:07,0.000,Approved
2019-08-08 17:37,0.000,Approved
2019-08-08 18:07,0.000,Approved
2019-08-08 18:37,0.000,Approved
2019-08-08 19:07,0.000,Approved
2019-08-08 19:37,0.000,Approved
2019-08-08 20:07,0.000,Approved
2019-08-08 20:37,0.000,Approved
2019-08-08 21:07,0.000,Approved
2019-08-08 21:37,0.000,Approved
2019-08-08 22:07,0.000,Approved
2019-08-08 22:37,0.000,Approved
2019-08-08 23:07,0.000,Approved
2019-08-08 23:37,0.000,Approved
2019-08-09 00:07,0.000,Approved
2019-08-09 00:37,0.000,Approved
2019-08-09 01:07,0.000,Approved
2019-08-09 01:37,0.000,Approved
2019-08-09 02:07,0.000,Approved
2019-08-09 02:37,0.000,Approved
2019-08-09 03:07,0.000,Approved
2019-08-09 03:37,0.000,Approved
2019-08-09 04:07,0.000,Approved
2019-08-09 04:37,0.000,Approved
2019-08-09 05:07,0.000,Approved
2019-08-09 05:37,0.000,Approved
2019-08-09 06:07,0.000,Approved
2019-08-09 06:37,0.000,Approved
2019-08-09 07:07,0.000,Approved
2019-08-09 07:37,0.000,Approved
2019-08-09 08:07,0.000,Approved
2019-08-09 08:37,0.000,Approved
2019-08-09 09:07,0.000,Approved
2019-08-09 09:37,0.000,Approved
2019-08-09 10:07,0.000,Approved
2019-08-09 10:37,0.000,Approved
2019-08-09 11:07,0.000,Approved
2019-08-09 11:37,0.000,Approved
2019-08-09 12:07,0.000,Approved
2019-08-09 12:37,0.792,Approved
2019-08-09 13:07,0.834,Approved
2019-08-09 13:37,0.836,Approved
2019-08-09 14:07,0.859,Approved
2019-08-09 14:37,0.981,Approved
2019-08-09 15:07,1.030,Approved
2019-08-09 15:37,1.040,Approved
2019-08-09 16:07,0.989,Approved
2019-08-09 16:37,0.944,Approved
2019-08-09 17:07,0.885,Approved
2019-08-09 17:37,0.883,Approved
2019-08-09 18:07,0.885,Approved
2019-08-09 18:37,0.885,Approved
2019-08-09 19:07,0.872,Approved
2019-08-09 19:37,0.877,Approved
2019-08-09 20:07,0.877,Approved
2019-08-09 20:37,0.888,Approved
2019-08-09 21:07,0.901,Approved
2019-08-09 21:37,0.912,Approved
2019-08-09 22:07,0.908,Approved
2019-08-09 22:37,0.903,Approved
2019-08-09 23:07,0.917,Approved
2019-08-09 23:37,0.921,Approved
2019-08-10 00:07,0.919,Approved
2019-08-10 00:37,0.928,Approved
2019-08-10 01:07,0.926,Approved
2019-08-10 01:37,0.926,Approved
2019-08-10 02:07,0.935,Approved
2019-08-10 02:37,0.935,Approved
2019-08-10 03:07,0.932,Approved
2019-08-10 03:37,0.930,Approved
2019-08-10 04:07,0.939,Approved
2019-08-10 04:37,0.965,Approved
2019-08-10 05:07,0.960,Approved
2019-08-10 05:37,0.972,Approved
2019-08-10 06:07,0.979,Approved
2019-08-10 06:37,1.003,Approved
2019-08-10 07:07,0.998,Approved
2019-08-10 07:37,1.018,Approved
