"Graves Creek at Highway12", 76HB 02800
Timestamp,Discharge.discharge@76HB 02800 (ft^3/s),Approval Name
2017-03-15 07:46,51.86,Approved
2017-03-15 08:16,51.89,Approved
2017-03-15 08:46,51.85,Approved
2017-03-15 09:16,51.95,Approved
2017-03-15 09:46,52.18,Approved
2017-03-15 10:16,52.13,Approved
2017-03-15 10:46,52.51,Approved
2017-03-15 11:16,52.14,Approved
2017-03-15 11:46,52.75,Approved
2017-03-15 12:16,53.87,Approved
2017-03-15 12:46,54.50,Approved
2017-03-15 13:16,57.16,Approved
2017-03-16 22:16,57.93,Approved
2017-03-16 22:46,57.59,Approved
2017-03-16 23:16,57.22,Approved
2017-03-16 23:46,56.92,Approved
2017-03-17 00:16,56.52,Approved
2017-03-17 00:46,56.35,Approved
2017-03-17 01:16,55.60,Approved
2017-03-17 01:46,55.36,Approved
2017-03-17 02:16,54.90,Approved
2017-03-17 02:46,54.41,Approved
2017-03-17 03:16,54.15,Approved
2017-03-17 03:46,53.34,Approved
2017-03-17 04:16,52.89,Approved
2017-03-17 04:46,52.48,Approved
2017-03-17 05:16,52.41,Approved
2017-03-17 05:46,52.08,Approved
2017-03-17 06:16,51.83,Approved
2017-03-17 06:46,51.22,Approved
2017-03-17 07:16,51.38,Approved
2017-03-17 07:46,50.77,Approved
2017-03-17 08:16,50.71,Approved
2017-03-17 08:46,50.33,Approved
2017-03-17 09:16,50.49,Approved
2017-03-17 09:46,50.44,Approved
2017-03-17 10:16,50.91,Approved
2017-03-17 10:46,51.22,Approved
2017-03-17 11:16,50.66,Approved
2017-03-17 11:46,50.63,Approved
2017-03-17 12:16,50.54,Approved
2017-03-17 12:46,50.50,Approved
2017-03-17 13:16,51.08,Approved
2017-03-17 13:46,50.99,Approved
2017-03-17 14:16,51.35,Approved
2017-03-17 14:46,51.70,Approved
2017-03-17 15:16,51.94,Approved
2017-03-17 15:46,52.62,Approved
2017-03-17 16:16,53.21,Approved
2017-03-17 16:46,52.60,Approved
2017-03-17 17:16,52.77,Approved
2017-03-17 17:46,52.57,Approved
2017-03-17 18:16,52.96,Approved
2017-03-17 18:46,52.65,Approved
2017-03-17 19:16,52.41,Approved
2017-03-17 19:46,51.76,Approved
2017-03-17 20:16,50.87,Approved
2017-03-17 20:46,51.36,Approved
2017-03-17 21:16,50.87,Approved
2017-03-17 21:46,50.62,Approved
2017-03-17 22:16,50.30,Approved
2017-03-17 22:46,50.25,Approved
2017-03-17 23:16,49.56,Approved
2017-03-17 23:46,49.49,Approved
2017-03-18 00:16,50.17,Approved
2017-03-18 00:46,49.77,Approved
2017-03-18 01:16,49.32,Approved
2017-03-18 01:46,49.32,Approved
2017-03-18 02:16,49.13,Approved
2017-03-18 02:46,48.36,Approved
2017-03-18 03:16,48.48,Approved
2017-03-18 03:46,48.00,Approved
2017-03-18 04:16,47.80,Approved
2017-03-18 04:46,47.80,Approved
2017-03-18 05:16,47.76,Approved
2017-03-18 05:46,47.68,Approved
2017-03-18 06:16,48.00,Approved
2017-03-18 06:46,48.20,Approved
2017-03-18 07:16,48.60,Approved
2017-03-18 07:46,48.51,Approved
2017-03-18 08:16,47.90,Approved
2017-03-18 08:46,47.48,Approved
2017-03-18 09:16,47.12,Approved
2017-03-18 09:46,47.14,Approved
2017-03-18 10:16,47.00,Approved
2017-03-18 10:46,47.19,Approved
2017-03-18 11:16,47.64,Approved
2017-03-18 11:46,48.11,Approved
2017-03-18 12:16,49.09,Approved
2017-03-18 12:46,49.70,Approved
2017-03-18 13:16,50.75,Approved
2017-03-18 13:46,52.17,Approved
2017-03-18 14:16,54.15,Approved
2017-03-18 14:46,55.80,Approved
2017-03-18 15:16,56.63,Approved
2017-03-18 15:46,57.42,Approved
2017-03-18 16:16,56.01,Approved
2017-03-18 16:46,56.93,Approved
2017-03-18 17:16,56.97,Approved
2017-03-18 17:46,56.09,Approved
2017-03-18 18:16,55.69,Approved
2017-03-18 18:46,55.32,Approved
2017-03-18 19:16,55.78,Approved
2017-03-18 19:46,57.07,Approved
2017-03-19 21:46,57.74,Approved
2017-03-19 22:16,57.28,Approved
2017-03-19 22:46,57.28,Approved
2017-03-19 23:16,56.81,Approved
2017-03-19 23:46,56.06,Approved
2017-03-20 00:16,56.02,Approved
2017-03-20 00:46,55.65,Approved
2017-03-20 01:16,55.65,Approved
2017-03-20 01:46,54.87,Approved
2017-03-20 02:16,54.96,Approved
2017-03-20 02:46,54.00,Approved
2017-03-20 03:16,54.71,Approved
2017-03-20 03:46,53.96,Approved
2017-03-20 04:16,53.96,Approved
2017-03-20 04:46,53.39,Approved
2017-03-20 05:16,52.98,Approved
2017-03-20 05:46,53.15,Approved
2017-03-20 06:16,52.69,Approved
2017-03-20 06:46,52.62,Approved
2017-03-20 07:16,52.53,Approved
2017-03-20 07:46,52.03,Approved
2017-03-20 08:16,51.70,Approved
2017-03-20 08:46,51.71,Approved
2017-03-20 09:16,51.39,Approved
2017-03-20 09:46,51.30,Approved
2017-03-20 10:16,51.57,Approved
2017-03-20 10:46,51.65,Approved
2017-03-20 11:16,51.38,Approved
2017-03-20 11:46,51.63,Approved
2017-03-20 12:16,51.76,Approved
2017-03-20 12:46,51.70,Approved
2017-03-20 13:16,51.95,Approved
2017-03-20 13:46,52.03,Approved
2017-03-20 14:16,52.08,Approved
2017-03-20 14:46,52.17,Approved
2017-03-20 15:16,52.13,Approved
2017-03-20 15:46,51.90,Approved
2017-03-20 16:16,51.40,Approved
2017-03-20 16:46,51.40,Approved
2017-03-20 17:16,51.61,Approved
2017-03-20 17:46,51.28,Approved
2017-03-20 18:16,50.68,Approved
2017-03-20 18:46,50.39,Approved
2017-03-20 19:16,49.78,Approved
2017-03-20 19:46,49.50,Approved
2017-03-20 20:16,49.25,Approved
2017-03-20 20:46,48.77,Approved
2017-03-20 21:16,48.65,Approved
2017-03-20 21:46,48.57,Approved
2017-03-20 22:16,48.46,Approved
2017-03-20 22:46,48.43,Approved
2017-03-20 23:16,48.00,Approved
2017-03-20 23:46,47.69,Approved
2017-03-21 00:16,47.21,Approved
2017-03-21 00:46,46.64,Approved
2017-03-21 01:16,46.17,Approved
2017-03-21 01:46,46.04,Approved
2017-03-21 02:16,45.53,Approved
2017-03-21 02:46,45.24,Approved
2017-03-21 03:16,45.16,Approved
2017-03-21 03:46,44.52,Approved
2017-03-21 04:16,44.21,Approved
2017-03-21 04:46,44.56,Approved
2017-03-21 05:16,44.20,Approved
2017-03-21 05:46,44.12,Approved
2017-03-21 06:16,43.89,Approved
2017-03-21 06:46,44.40,Approved
2017-03-21 07:16,43.73,Approved
2017-03-21 07:46,43.73,Approved
2017-03-21 08:16,43.55,Approved
2017-03-21 08:46,43.58,Approved
2017-03-21 09:16,43.30,Approved
2017-03-21 09:46,43.01,Approved
2017-03-21 10:16,43.09,Approved
2017-03-21 10:46,43.35,Approved
2017-03-21 11:16,43.17,Approved
2017-03-21 11:46,42.87,Approved
2017-03-21 12:16,42.93,Approved
2017-03-21 12:46,42.83,Approved
2017-03-21 13:16,42.78,Approved
2017-03-21 13:46,42.89,Approved
2017-03-21 14:16,43.24,Approved
2017-03-21 14:46,43.41,Approved
2017-03-21 15:16,43.81,Approved
2017-03-21 15:46,43.62,Approved
2017-03-21 16:16,44.12,Approved
2017-03-21 16:46,44.23,Approved
2017-03-21 17:16,44.57,Approved
2017-03-21 17:46,44.23,Approved
2017-03-21 18:16,44.44,Approved
2017-03-21 18:46,44.68,Approved
2017-03-21 19:16,43.98,Approved
2017-03-21 19:46,43.90,Approved
2017-03-21 20:16,43.82,Approved
2017-03-21 20:46,43.86,Approved
2017-03-21 21:16,43.58,Approved
2017-03-21 21:46,43.11,Approved
2017-03-21 22:16,43.34,Approved
2017-03-21 22:46,43.34,Approved
2017-03-21 23:16,44.71,Approved
2017-03-21 23:46,45.90,Approved
2017-03-22 00:16,46.73,Approved
2017-03-22 00:46,47.14,Approved
2017-03-22 01:16,47.19,Approved
2017-03-22 01:46,46.18,Approved
2017-03-22 02:16,45.32,Approved
2017-03-22 02:46,44.88,Approved
2017-03-22 03:16,44.41,Approved
2017-03-22 03:46,43.74,Approved
2017-03-22 04:16,43.39,Approved
2017-03-22 04:46,42.77,Approved
2017-03-22 05:16,42.10,Approved
2017-03-22 05:46,41.91,Approved
2017-03-22 06:16,41.28,Approved
2017-03-22 06:46,41.16,Approved
2017-03-22 07:16,40.70,Approved
2017-03-22 07:46,40.57,Approved
2017-03-22 08:16,40.40,Approved
2017-03-22 08:46,39.87,Approved
2017-03-22 09:16,39.63,Approved
2017-03-22 09:46,39.96,Approved
2017-03-22 10:16,39.53,Approved
2017-03-22 10:46,39.90,Approved
2017-03-22 11:16,39.90,Approved
2017-03-22 11:46,40.14,Approved
2017-03-22 12:16,39.89,Approved
2017-03-22 12:46,40.10,Approved
2017-03-22 13:16,40.67,Approved
2017-03-22 13:46,40.85,Approved
2017-03-22 14:16,41.21,Approved
2017-03-22 14:46,41.68,Approved
2017-03-22 15:16,41.77,Approved
2017-03-22 15:46,42.02,Approved
2017-03-22 16:16,42.51,Approved
2017-03-22 16:46,42.70,Approved
2017-03-22 17:16,42.78,Approved
2017-03-22 17:46,42.69,Approved
2017-03-22 18:16,42.60,Approved
2017-03-22 18:46,42.89,Approved
2017-03-22 19:16,42.62,Approved
2017-03-22 19:46,41.96,Approved
2017-03-22 20:16,41.69,Approved
2017-03-22 20:46,41.54,Approved
2017-03-22 21:16,41.57,Approved
2017-03-22 21:46,41.33,Approved
2017-03-22 22:16,41.06,Approved
2017-03-22 22:46,41.13,Approved
2017-03-22 23:16,40.70,Approved
2017-03-22 23:46,40.62,Approved
2017-03-23 00:16,40.35,Approved
2017-03-23 00:46,40.51,Approved
2017-03-23 01:16,40.24,Approved
2017-03-23 01:46,39.97,Approved
2017-03-23 02:16,39.51,Approved
2017-03-23 02:46,39.94,Approved
2017-03-23 03:16,39.29,Approved
2017-03-23 03:46,39.55,Approved
2017-03-23 04:16,39.24,Approved
2017-03-23 04:46,39.66,Approved
2017-03-23 05:16,39.23,Approved
2017-03-23 05:46,39.29,Approved
2017-03-23 06:16,39.13,Approved
2017-03-23 06:46,38.90,Approved
2017-03-23 07:16,38.74,Approved
2017-03-23 07:46,38.93,Approved
2017-03-23 08:16,38.48,Approved
2017-03-23 08:46,38.45,Approved
2017-03-23 09:16,38.45,Approved
2017-03-23 09:46,38.33,Approved
2017-03-23 10:16,38.49,Approved
2017-03-23 10:46,38.29,Approved
2017-03-23 11:16,38.37,Approved
2017-03-23 11:46,38.59,Approved
2017-03-23 12:16,38.13,Approved
2017-03-23 12:46,38.37,Approved
2017-03-23 13:16,38.22,Approved
2017-03-23 13:46,38.60,Approved
2017-03-23 14:16,39.12,Approved
2017-03-23 14:46,39.37,Approved
2017-03-23 15:16,39.65,Approved
2017-03-23 15:46,40.14,Approved
2017-03-23 16:16,40.87,Approved
2017-03-23 16:46,41.25,Approved
2017-03-23 17:16,41.07,Approved
2017-03-23 17:46,40.97,Approved
2017-03-23 18:16,40.73,Approved
2017-03-23 18:46,40.70,Approved
2017-03-23 19:16,40.36,Approved
2017-03-23 19:46,40.48,Approved
2017-03-23 20:16,39.60,Approved
2017-03-23 20:46,39.68,Approved
2017-03-23 21:16,39.52,Approved
2017-03-23 21:46,38.79,Approved
2017-03-23 22:16,38.67,Approved
2017-03-23 22:46,38.26,Approved
2017-03-23 23:16,38.03,Approved
2017-03-23 23:46,37.60,Approved
2017-03-24 00:16,37.64,Approved
2017-03-24 00:46,37.49,Approved
2017-03-24 01:16,37.30,Approved
2017-03-24 01:46,37.42,Approved
2017-03-24 02:16,37.19,Approved
2017-03-24 02:46,37.26,Approved
2017-03-24 03:16,36.96,Approved
2017-03-24 03:46,37.03,Approved
2017-03-24 04:16,37.03,Approved
2017-03-24 04:46,36.88,Approved
2017-03-24 05:16,36.69,Approved
2017-03-24 05:46,36.69,Approved
2017-03-24 06:16,36.35,Approved
2017-03-24 06:46,36.23,Approved
2017-03-24 07:16,36.31,Approved
2017-03-24 07:46,36.22,Approved
2017-03-24 08:16,36.18,Approved
2017-03-24 08:46,36.27,Approved
2017-03-24 09:16,36.09,Approved
2017-03-24 09:46,36.25,Approved
2017-03-24 10:16,36.49,Approved
2017-03-24 10:46,36.19,Approved
2017-03-24 11:16,36.53,Approved
2017-03-24 11:46,36.71,Approved
2017-03-24 12:16,37.20,Approved
2017-03-24 12:46,36.93,Approved
2017-03-24 13:16,37.30,Approved
2017-03-24 13:46,37.51,Approved
2017-03-24 14:16,37.37,Approved
2017-03-24 14:46,37.43,Approved
2017-03-24 15:16,37.66,Approved
2017-03-24 15:46,37.69,Approved
2017-03-24 16:16,37.64,Approved
2017-03-24 16:46,37.90,Approved
2017-03-24 17:16,38.07,Approved
2017-03-24 17:46,38.16,Approved
2017-03-24 18:16,38.02,Approved
2017-03-24 18:46,38.41,Approved
2017-03-24 19:16,38.03,Approved
2017-03-24 19:46,38.03,Approved
2017-03-24 20:16,37.84,Approved
2017-03-24 20:46,38.14,Approved
2017-03-24 21:16,37.69,Approved
2017-03-24 21:46,37.62,Approved
2017-03-24 22:16,38.14,Approved
2017-03-24 22:46,37.87,Approved
2017-03-24 23:16,37.91,Approved
2017-03-24 23:46,38.07,Approved
2017-03-25 00:16,38.26,Approved
2017-03-25 00:46,38.11,Approved
2017-03-25 01:16,38.14,Approved
2017-03-25 01:46,37.80,Approved
2017-03-25 02:16,37.00,Approved
2017-03-25 02:46,37.23,Approved
2017-03-25 03:16,37.08,Approved
2017-03-25 03:46,36.97,Approved
2017-03-25 04:16,36.67,Approved
2017-03-25 04:46,36.48,Approved
2017-03-25 05:16,36.29,Approved
2017-03-25 05:46,36.06,Approved
2017-03-25 06:16,35.98,Approved
2017-03-25 06:46,35.94,Approved
2017-03-25 07:16,36.02,Approved
2017-03-25 07:46,35.79,Approved
2017-03-25 08:16,35.87,Approved
2017-03-25 08:46,35.59,Approved
2017-03-25 09:16,35.67,Approved
2017-03-25 09:46,35.49,Approved
2017-03-25 10:16,35.69,Approved
2017-03-25 10:46,35.55,Approved
2017-03-25 11:16,35.67,Approved
2017-03-25 11:46,35.52,Approved
2017-03-25 12:16,35.80,Approved
2017-03-25 12:46,35.91,Approved
2017-03-25 13:16,35.90,Approved
2017-03-25 13:46,35.98,Approved
2017-03-25 14:16,36.06,Approved
2017-03-25 14:46,35.86,Approved
2017-03-25 15:16,36.27,Approved
2017-03-25 15:46,36.45,Approved
2017-03-25 16:16,36.66,Approved
2017-03-25 16:46,36.68,Approved
2017-03-25 17:16,36.80,Approved
2017-03-25 17:46,36.83,Approved
2017-03-25 18:16,36.73,Approved
2017-03-25 18:46,36.55,Approved
2017-03-25 19:16,36.34,Approved
2017-03-25 19:46,36.15,Approved
2017-03-25 20:16,35.93,Approved
2017-03-25 20:46,35.52,Approved
2017-03-25 21:16,35.73,Approved
2017-03-25 21:46,35.51,Approved
2017-03-25 22:16,35.36,Approved
2017-03-25 22:46,35.28,Approved
2017-03-25 23:16,35.09,Approved
2017-03-25 23:46,34.92,Approved
2017-03-26 00:16,34.66,Approved
2017-03-26 00:46,34.44,Approved
2017-03-26 01:16,34.04,Approved
2017-03-26 01:46,34.04,Approved
2017-03-26 02:16,33.96,Approved
2017-03-26 02:46,34.03,Approved
2017-03-26 03:16,33.70,Approved
2017-03-26 03:46,33.89,Approved
2017-03-26 04:16,33.81,Approved
2017-03-26 04:46,33.44,Approved
2017-03-26 05:16,33.62,Approved
2017-03-26 05:46,33.26,Approved
2017-03-26 06:16,33.22,Approved
2017-03-26 06:46,33.04,Approved
2017-03-26 07:16,32.85,Approved
2017-03-26 07:46,32.87,Approved
2017-03-26 08:16,32.67,Approved
2017-03-26 08:46,32.58,Approved
2017-03-26 09:16,32.61,Approved
2017-03-26 09:46,32.61,Approved
2017-03-26 10:16,32.77,Approved
2017-03-26 10:46,32.58,Approved
2017-03-26 11:16,32.59,Approved
2017-03-26 11:46,32.56,Approved
2017-03-26 12:16,32.86,Approved
2017-03-26 12:46,32.85,Approved
2017-03-26 13:16,32.81,Approved
2017-03-26 13:46,32.91,Approved
2017-03-26 14:16,32.78,Approved
2017-03-26 14:46,33.08,Approved
2017-03-26 15:16,32.80,Approved
2017-03-26 15:46,33.10,Approved
2017-03-26 16:16,33.08,Approved
2017-03-26 16:46,33.05,Approved
2017-03-26 17:16,33.12,Approved
2017-03-26 17:46,33.07,Approved
2017-03-26 18:16,32.93,Approved
2017-03-26 18:46,32.79,Approved
2017-03-26 19:16,33.20,Approved
2017-03-26 19:46,33.23,Approved
2017-03-26 20:16,33.01,Approved
2017-03-26 20:46,32.83,Approved
2017-03-26 21:16,33.31,Approved
2017-03-26 21:46,33.23,Approved
2017-03-26 22:16,33.16,Approved
2017-03-26 22:46,33.23,Approved
2017-03-26 23:16,33.16,Approved
2017-03-26 23:46,32.90,Approved
2017-03-27 00:16,33.12,Approved
2017-03-27 00:46,32.72,Approved
2017-03-27 01:16,32.79,Approved
2017-03-27 01:46,32.57,Approved
2017-03-27 02:16,32.42,Approved
2017-03-27 02:46,32.52,Approved
2017-03-27 03:16,32.27,Approved
2017-03-27 03:46,32.17,Approved
2017-03-27 04:16,32.17,Approved
2017-03-27 04:46,31.87,Approved
2017-03-27 05:16,31.83,Approved
2017-03-27 05:46,31.50,Approved
2017-03-27 06:16,31.65,Approved
2017-03-27 06:46,31.68,Approved
2017-03-27 07:16,31.64,Approved
2017-03-27 07:46,32.04,Approved
2017-03-27 08:16,32.44,Approved
2017-03-27 08:46,32.99,Approved
2017-03-27 09:16,33.50,Approved
2017-03-27 09:46,34.04,Approved
2017-03-27 10:16,34.26,Approved
2017-03-27 10:46,34.56,Approved
2017-03-27 11:16,34.55,Approved
2017-03-27 11:46,34.63,Approved
2017-03-27 12:16,34.33,Approved
2017-03-27 12:46,34.10,Approved
2017-03-27 13:16,34.05,Approved
2017-03-27 13:46,34.23,Approved
2017-03-27 14:16,33.71,Approved
2017-03-27 14:46,34.17,Approved
2017-03-27 15:16,33.72,Approved
2017-03-27 15:46,33.88,Approved
2017-03-27 16:16,34.07,Approved
2017-03-27 16:46,33.74,Approved
2017-03-27 17:16,33.44,Approved
2017-03-27 17:46,33.80,Approved
2017-03-27 18:16,33.75,Approved
2017-03-27 18:46,33.51,Approved
2017-03-27 19:16,33.18,Approved
2017-03-27 19:46,33.19,Approved
2017-03-27 20:16,32.90,Approved
2017-03-27 20:46,32.69,Approved
2017-03-27 21:16,32.70,Approved
2017-03-27 21:46,32.33,Approved
2017-03-27 22:16,32.41,Approved
2017-03-27 22:46,32.00,Approved
2017-03-27 23:16,31.81,Approved
2017-03-27 23:46,31.71,Approved
2017-03-28 00:16,31.52,Approved
2017-03-28 00:46,31.69,Approved
2017-03-28 01:16,31.34,Approved
2017-03-28 01:46,31.38,Approved
2017-03-28 02:16,31.26,Approved
2017-03-28 02:46,31.00,Approved
2017-03-28 03:16,31.07,Approved
2017-03-28 03:46,30.96,Approved
2017-03-28 04:16,30.68,Approved
2017-03-28 04:46,30.98,Approved
2017-03-28 05:16,30.54,Approved
2017-03-28 05:46,30.69,Approved
2017-03-28 06:16,30.29,Approved
2017-03-28 06:46,30.24,Approved
2017-03-28 07:16,30.24,Approved
2017-03-28 07:46,30.23,Approved
2017-03-28 08:16,30.10,Approved
2017-03-28 08:46,29.94,Approved
2017-03-28 09:16,29.94,Approved
2017-03-28 09:46,30.16,Approved
2017-03-28 10:16,30.08,Approved
2017-03-28 10:46,30.19,Approved
2017-03-28 11:16,30.19,Approved
2017-03-28 11:46,29.89,Approved
2017-03-28 12:16,30.00,Approved
2017-03-28 12:46,29.67,Approved
2017-03-28 13:16,29.43,Approved
2017-03-28 13:46,29.14,Approved
2017-03-28 14:16,29.52,Approved
2017-03-28 14:46,29.23,Approved
2017-03-28 15:16,29.32,Approved
2017-03-28 15:46,29.38,Approved
2017-03-28 16:16,29.30,Approved
2017-03-28 16:46,29.11,Approved
2017-03-28 17:16,29.09,Approved
2017-03-28 17:46,29.35,Approved
2017-03-28 18:16,29.43,Approved
2017-03-28 18:46,29.30,Approved
2017-03-28 19:16,28.91,Approved
2017-03-28 19:46,29.31,Approved
2017-03-28 20:16,28.89,Approved
2017-03-28 20:46,29.11,Approved
2017-03-28 21:16,29.04,Approved
2017-03-28 21:46,28.79,Approved
2017-03-28 22:16,28.75,Approved
2017-03-28 22:46,28.82,Approved
2017-03-28 23:16,28.95,Approved
2017-03-28 23:46,28.77,Approved
2017-03-29 00:16,28.59,Approved
2017-03-29 00:46,28.88,Approved
2017-03-29 01:16,28.81,Approved
2017-03-29 01:46,28.66,Approved
2017-03-29 02:16,28.45,Approved
2017-03-29 02:46,28.50,Approved
2017-03-29 03:16,28.57,Approved
2017-03-29 03:46,28.14,Approved
2017-03-29 04:16,28.46,Approved
2017-03-29 04:46,28.25,Approved
2017-03-29 05:16,28.10,Approved
2017-03-29 05:46,28.28,Approved
2017-03-29 06:16,27.99,Approved
2017-03-29 06:46,28.17,Approved
2017-03-29 07:16,27.78,Approved
2017-03-29 07:46,28.06,Approved
2017-03-29 08:16,28.01,Approved
2017-03-29 08:46,28.12,Approved
2017-03-29 09:16,27.71,Approved
2017-03-29 09:46,27.89,Approved
2017-03-29 10:16,27.80,Approved
2017-03-29 10:46,28.01,Approved
2017-03-29 11:16,28.08,Approved
2017-03-29 11:46,28.09,Approved
2017-03-29 12:16,28.45,Approved
2017-03-29 12:46,28.42,Approved
2017-03-29 13:16,28.35,Approved
2017-03-29 13:46,28.32,Approved
2017-03-29 14:16,28.37,Approved
2017-03-29 14:46,28.53,Approved
2017-03-29 15:16,28.65,Approved
2017-03-29 15:46,28.76,Approved
2017-03-29 16:16,28.93,Approved
2017-03-29 16:46,28.98,Approved
2017-03-29 17:16,29.09,Approved
2017-03-29 17:46,28.93,Approved
2017-03-29 18:16,29.11,Approved
2017-03-29 18:46,28.97,Approved
2017-03-29 19:16,29.05,Approved
2017-03-29 19:46,29.13,Approved
2017-03-29 20:16,28.91,Approved
2017-03-29 20:46,28.99,Approved
2017-03-29 21:16,28.88,Approved
2017-03-29 21:46,28.82,Approved
2017-03-29 22:16,28.83,Approved
2017-03-29 22:46,28.46,Approved
2017-03-29 23:16,28.57,Approved
2017-03-29 23:46,28.46,Approved
2017-03-30 00:16,28.46,Approved
2017-03-30 00:46,28.53,Approved
2017-03-30 01:16,28.43,Approved
2017-03-30 01:46,28.56,Approved
2017-03-30 02:16,28.53,Approved
2017-03-30 02:46,28.28,Approved
2017-03-30 03:16,28.50,Approved
2017-03-30 03:46,28.74,Approved
2017-03-30 04:16,28.50,Approved
2017-03-30 04:46,28.53,Approved
2017-03-30 05:16,28.25,Approved
2017-03-30 05:46,28.33,Approved
2017-03-30 06:16,28.30,Approved
2017-03-30 06:46,28.30,Approved
2017-03-30 07:16,28.19,Approved
2017-03-30 07:46,28.18,Approved
2017-03-30 08:16,27.85,Approved
2017-03-30 08:46,27.79,Approved
2017-03-30 09:16,27.94,Approved
2017-03-30 09:46,27.76,Approved
2017-03-30 10:16,27.78,Approved
2017-03-30 10:46,27.84,Approved
2017-03-30 11:16,27.84,Approved
2017-03-30 11:46,27.75,Approved
2017-03-30 12:16,27.62,Approved
2017-03-30 12:46,27.68,Approved
2017-03-30 13:16,27.63,Approved
2017-03-30 13:46,27.37,Approved
2017-03-30 14:16,27.85,Approved
2017-03-30 14:46,28.02,Approved
2017-03-30 15:16,27.63,Approved
2017-03-30 15:46,27.95,Approved
2017-03-30 16:16,27.71,Approved
2017-03-30 16:46,27.89,Approved
2017-03-30 17:16,27.65,Approved
2017-03-30 17:46,27.51,Approved
2017-03-30 18:16,27.72,Approved
2017-03-30 18:46,27.62,Approved
2017-03-30 19:16,27.45,Approved
2017-03-30 19:46,27.50,Approved
2017-03-30 20:16,27.40,Approved
2017-03-30 20:46,27.22,Approved
2017-03-30 21:16,27.25,Approved
2017-03-30 21:46,27.29,Approved
2017-03-30 22:16,27.33,Approved
2017-03-30 22:46,27.11,Approved
2017-03-30 23:16,27.28,Approved
2017-03-30 23:46,27.25,Approved
2017-03-31 00:16,27.26,Approved
2017-03-31 00:46,27.08,Approved
2017-03-31 01:16,27.19,Approved
2017-03-31 01:46,27.44,Approved
2017-03-31 02:16,27.26,Approved
2017-03-31 02:46,27.54,Approved
2017-03-31 03:16,27.65,Approved
2017-03-31 03:46,27.79,Approved
2017-03-31 04:16,27.68,Approved
2017-03-31 04:46,27.93,Approved
2017-03-31 05:16,27.76,Approved
2017-03-31 05:46,27.97,Approved
2017-03-31 06:16,27.94,Approved
2017-03-31 06:46,28.07,Approved
2017-03-31 07:16,28.07,Approved
2017-03-31 07:46,27.81,Approved
2017-03-31 08:16,28.13,Approved
2017-03-31 08:46,27.97,Approved
2017-03-31 09:16,27.84,Approved
2017-03-31 09:46,28.03,Approved
2017-03-31 10:16,27.44,Approved
2017-03-31 10:46,27.72,Approved
2017-03-31 11:16,27.64,Approved
2017-03-31 11:46,27.54,Approved
2017-03-31 12:16,27.28,Approved
2017-03-31 12:46,27.51,Approved
2017-03-31 13:16,27.37,Approved
2017-03-31 13:46,27.44,Approved
2017-03-31 14:16,27.26,Approved
2017-03-31 14:46,27.33,Approved
2017-03-31 15:16,27.66,Approved
2017-03-31 15:46,27.82,Approved
2017-03-31 16:16,27.82,Approved
2017-03-31 16:46,28.02,Approved
2017-03-31 17:16,28.01,Approved
2017-03-31 17:46,27.68,Approved
2017-03-31 18:16,27.81,Approved
2017-03-31 18:46,28.08,Approved
2017-03-31 19:16,27.83,Approved
2017-03-31 19:46,27.77,Approved
2017-03-31 20:16,27.82,Approved
2017-03-31 20:46,27.65,Approved
2017-03-31 21:16,27.69,Approved
2017-03-31 21:46,27.58,Approved
2017-03-31 22:16,27.62,Approved
2017-03-31 22:46,27.69,Approved
2017-03-31 23:16,27.37,Approved
2017-03-31 23:46,27.58,Approved
2017-04-01 00:16,27.33,Approved
2017-04-01 00:46,27.13,Approved
2017-04-01 01:16,27.19,Approved
2017-04-01 01:46,26.94,Approved
2017-04-01 02:16,26.90,Approved
2017-04-01 02:46,26.83,Approved
2017-04-01 03:16,26.94,Approved
2017-04-01 03:46,26.90,Approved
2017-04-01 04:16,26.66,Approved
2017-04-01 04:46,26.90,Approved
2017-04-01 05:16,26.77,Approved
2017-04-01 05:46,26.80,Approved
2017-04-01 06:16,26.73,Approved
2017-04-01 06:46,26.62,Approved
2017-04-01 07:16,26.47,Approved
2017-04-01 07:46,26.70,Approved
2017-04-01 08:16,26.35,Approved
2017-04-01 08:46,26.75,Approved
2017-04-01 09:16,26.61,Approved
2017-04-01 09:46,26.75,Approved
2017-04-01 10:16,26.90,Approved
2017-04-01 10:46,26.88,Approved
2017-04-01 11:16,26.85,Approved
2017-04-01 11:46,26.85,Approved
2017-04-01 12:16,26.94,Approved
2017-04-01 12:46,27.07,Approved
2017-04-01 13:16,26.87,Approved
2017-04-01 13:46,27.02,Approved
2017-04-01 14:16,26.88,Approved
2017-04-01 14:46,27.03,Approved
2017-04-01 15:16,26.90,Approved
2017-04-01 15:46,27.05,Approved
2017-04-01 16:16,27.10,Approved
2017-04-01 16:46,26.93,Approved
2017-04-01 17:16,27.11,Approved
2017-04-01 17:46,27.15,Approved
2017-04-01 18:16,27.23,Approved
2017-04-01 18:46,27.20,Approved
2017-04-01 19:16,27.22,Approved
2017-04-01 19:46,27.23,Approved
2017-04-01 20:16,27.58,Approved
2017-04-01 20:46,27.62,Approved
2017-04-01 21:16,27.53,Approved
2017-04-01 21:46,27.64,Approved
2017-04-01 22:16,27.71,Approved
2017-04-01 22:46,27.71,Approved
2017-04-01 23:16,27.78,Approved
2017-04-01 23:46,27.86,Approved
